Opponent,Name,Rk,School,X,Type,GS,MP,FG,FGA,FG.,X2P,X2PA,X2P.,X3P,X3PA,X3P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Conf,SRS,DRE
tennessee,Dakari Johnson,26,Kentucky,@,REG,0,17,0,1,0,0,1,0,0,0,NA,0,0,NA,1,2,3,1,0,0,0,1,0,SEC,7.28,-2.112
texas,Dakari Johnson,8,Kentucky,,REG,0,19,4,5,0.8,4,5,0.8,0,0,NA,3,9,0.333,4,2,6,2,1,0,2,4,11,Big 12,16.19,1.866
texas-am,Dakari Johnson,15,Kentucky,@,REG,0,17,1,5,0.2,1,5,0.2,0,0,NA,6,8,0.75,1,8,9,0,0,1,1,1,8,SEC,10.77,-0.677
texas-arlington,Dakari Johnson,6,Kentucky,,REG,0,21,0,1,0,0,1,0,0,0,NA,12,14,0.857,3,3,6,0,1,2,3,2,12,Sun Belt,-3.58,3.114
ucla,Dakari Johnson,12,Kentucky,N,REG,0,20,2,5,0.4,2,5,0.4,0,0,NA,1,2,0.5,0,4,4,6,1,4,1,2,5,Pac-12,12.08,3.32
vanderbilt,Dakari Johnson,18,Kentucky,,REG,0,20,3,9,0.333,3,9,0.333,0,0,NA,4,6,0.667,3,1,4,1,1,1,1,0,10,SEC,11.94,-0.785
west-virginia,Dakari Johnson,37,Kentucky,N,NCAA,0,24,4,5,0.8,4,5,0.8,0,0,NA,4,4,1,3,3,6,0,0,2,1,5,12,Big 12,15.15,3.706
wisconsin,Dakari Johnson,39,Kentucky,N,NCAA,0,8,0,1,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,0,Big Ten,24.47,-3.388
alabama-state,Delon Wright,6,Utah,,REG,1,30,8,10,0.8,6,8,0.75,2,2,1,6,8,0.75,0,7,7,6,1,2,1,0,24,SWAC,-8.96,13.89
arizona,Delon Wright,28,Utah,,REG,1,36,3,10,0.3,2,7,0.286,1,3,0.333,10,12,0.833,2,3,5,5,1,3,0,2,17,Pac-12,24.33,5.709
arizona,Delon Wright,17,Utah,@,REG,1,34,4,9,0.444,3,7,0.429,1,2,0.5,1,2,0.5,1,3,4,7,1,0,4,2,10,Pac-12,24.33,-3.024
arizona-state,Delon Wright,16,Utah,@,REG,1,32,4,11,0.364,3,9,0.333,1,2,0.5,12,12,1,1,1,2,6,2,0,1,1,21,Pac-12,9.52,7.948
arizona-state,Delon Wright,27,Utah,,REG,1,21,5,8,0.625,4,7,0.571,1,1,1,1,2,0.5,2,3,5,4,3,3,2,1,12,Pac-12,9.52,8.149
ball-state,Delon Wright,1,Utah,,REG,1,29,6,9,0.667,6,9,0.667,0,0,NA,1,3,0.333,2,2,4,8,4,3,2,3,13,MAC,-5.05,10.311
brigham-young,Delon Wright,8,Utah,@,REG,1,37,6,10,0.6,6,7,0.857,0,3,0,6,7,0.857,2,9,11,3,2,2,4,1,18,WCC,13.53,4.088
california,Delon Wright,24,Utah,,REG,1,35,4,11,0.364,4,10,0.4,0,1,0,8,8,1,0,3,3,5,3,1,1,1,16,Pac-12,5.35,5.875
california-riverside,Delon Wright,3,Utah,,REG,1,25,4,7,0.571,2,5,0.4,2,2,1,3,4,0.75,0,4,4,3,2,0,1,1,13,Big West,-4.65,6.2
carroll-mt,Delon Wright,12,Utah,,REG,1,23,4,5,0.8,4,5,0.8,0,0,NA,1,1,1,0,3,3,7,3,0,1,0,9,NA,NA,8.822
colorado,Delon Wright,15,Utah,,REG,1,30,6,12,0.5,6,10,0.6,0,2,0,1,1,1,1,0,1,6,4,0,2,2,13,Pac-12,7.01,4.97
colorado,Delon Wright,22,Utah,@,REG,1,28,2,7,0.286,2,6,0.333,0,1,0,5,6,0.833,0,7,7,6,0,0,1,1,9,Pac-12,7.01,-0.208
duke,Delon Wright,35,Utah,N,NCAA,1,33,4,13,0.308,4,12,0.333,0,1,0,2,2,1,3,3,6,2,3,0,2,4,10,ACC,24.51,-2.388
georgetown,Delon Wright,34,Utah,N,NCAA,1,37,2,7,0.286,2,7,0.286,0,0,NA,8,10,0.8,1,4,5,5,1,1,3,2,12,Big East,15.5,-1.297
kansas,Delon Wright,9,Utah,N,REG,1,39,9,13,0.692,9,11,0.818,0,2,0,5,7,0.714,2,3,5,4,4,1,1,1,23,Big 12,18.51,12.481
nevada-las-vegas,Delon Wright,10,Utah,N,REG,1,38,5,16,0.313,4,13,0.308,1,3,0.333,6,11,0.545,0,2,2,4,4,0,2,2,17,MWC,5.41,-0.018
north-dakota,Delon Wright,5,Utah,,REG,1,30,7,8,0.875,6,7,0.857,1,1,1,8,9,0.889,0,3,3,5,1,0,2,0,23,Big Sky,-12.19,10.57
oregon,Delon Wright,32,Utah,N,CTOURN,1,38,5,8,0.625,4,7,0.571,1,1,1,5,7,0.714,1,8,9,5,2,1,2,2,16,Pac-12,11.42,6.617
oregon,Delon Wright,26,Utah,@,REG,1,40,6,9,0.667,2,2,1,4,7,0.571,4,4,1,1,1,2,5,3,0,2,2,20,Pac-12,11.42,10.26
oregon-state,Delon Wright,25,Utah,@,REG,1,38,4,10,0.4,4,9,0.444,0,1,0,1,1,1,2,7,9,5,1,1,3,0,9,Pac-12,5.93,-3.183
san-diego-state,Delon Wright,2,Utah,@,REG,1,37,2,13,0.154,2,8,0.25,0,5,0,3,3,1,1,7,8,5,3,2,3,2,7,MWC,11.8,-4.712
south-dakota-state,Delon Wright,11,Utah,,REG,1,30,7,8,0.875,7,7,1,0,1,0,3,3,1,1,5,6,10,2,0,1,2,17,Summit,3.32,12.87
southern-california,Delon Wright,13,Utah,,REG,1,27,4,8,0.5,4,8,0.5,0,0,NA,3,5,0.6,1,1,2,10,1,1,1,2,11,Pac-12,2.14,4.613
southern-california,Delon Wright,21,Utah,@,REG,1,31,4,9,0.444,4,7,0.571,0,2,0,3,3,1,1,4,5,1,3,1,3,1,11,Pac-12,2.14,0.569
stanford,Delon Wright,23,Utah,,REG,1,36,5,10,0.5,4,7,0.571,1,3,0.333,4,4,1,0,5,5,1,4,1,2,3,15,Pac-12,12.2,5.739
stanford,Delon Wright,31,Utah,N,CTOURN,1,34,7,11,0.636,3,7,0.429,4,4,1,2,3,0.667,2,5,7,5,1,3,2,0,20,Pac-12,12.2,8.831
stephen-f-austin,Delon Wright,33,Utah,N,NCAA,1,37,2,7,0.286,2,5,0.4,0,2,0,7,8,0.875,0,6,6,2,3,0,6,3,11,Southland,8.63,-4.232
texas-pan-american,Delon Wright,4,Utah,,REG,1,22,4,4,1,3,3,1,1,1,1,3,3,1,0,1,1,2,0,0,0,1,12,WAC,-14.45,5.558
ucla,Delon Wright,20,Utah,@,REG,1,38,6,9,0.667,6,7,0.857,0,2,0,3,4,0.75,2,4,6,2,1,1,4,0,15,Pac-12,12.08,-0.833
ucla,Delon Wright,14,Utah,,REG,1,30,4,8,0.5,4,6,0.667,0,2,0,3,3,1,0,7,7,5,4,1,2,0,11,Pac-12,12.08,7.105
washington,Delon Wright,30,Utah,@,REG,1,38,6,11,0.545,6,8,0.75,0,3,0,9,9,1,1,2,3,2,0,1,1,3,21,Pac-12,5.56,3.517
washington,Delon Wright,19,Utah,,REG,1,33,1,6,0.167,0,4,0,1,2,0.5,2,2,1,1,2,3,9,1,1,1,1,5,Pac-12,5.56,0.347
washington-state,Delon Wright,18,Utah,,REG,1,35,5,8,0.625,4,4,1,1,4,0.25,6,6,1,2,1,3,8,3,1,0,1,17,Pac-12,0.13,13.175
washington-state,Delon Wright,29,Utah,@,REG,1,39,4,6,0.667,2,3,0.667,2,3,0.667,8,8,1,1,7,8,8,1,2,2,1,18,Pac-12,0.13,10.066
wichita-state,Delon Wright,7,Utah,,REG,1,45,6,13,0.462,5,9,0.556,1,4,0.25,0,2,0,0,6,6,7,1,1,3,1,13,MVC,15.57,-2.785
arkansas-pine-bluff,Denzel Valentine,9,Michigan State,,REG,1,29,3,6,0.5,1,3,0.333,2,3,0.667,0,0,NA,1,5,6,8,1,2,1,1,8,SWAC,-15.62,5.226
citadel,Denzel Valentine,13,Michigan State,,REG,1,34,8,11,0.727,6,8,0.75,2,3,0.667,0,0,NA,0,6,6,6,1,0,4,3,18,Southern,-12.88,3.776
duke,Denzel Valentine,2,Michigan State,N,REG,1,27,4,9,0.444,3,5,0.6,1,4,0.25,4,4,1,1,3,4,3,0,0,5,4,13,ACC,24.51,-4.872
duke,Denzel Valentine,39,Michigan State,N,NCAA,1,37,7,11,0.636,2,2,1,5,9,0.556,3,4,0.75,1,10,11,0,0,0,2,1,22,ACC,24.51,5.068
eastern-michigan,Denzel Valentine,11,Michigan State,,REG,1,33,2,6,0.333,1,2,0.5,1,4,0.25,0,0,NA,1,6,7,8,1,1,2,3,5,MAC,1.98,-0.053
georgia,Denzel Valentine,35,Michigan State,N,NCAA,1,37,4,9,0.444,2,4,0.5,2,5,0.4,6,6,1,0,6,6,6,3,0,1,3,16,SEC,12.48,8.668
illinois,Denzel Valentine,27,Michigan State,@,REG,1,33,6,12,0.5,4,5,0.8,2,7,0.286,6,6,1,0,9,9,2,0,0,2,2,20,Big Ten,12.46,2.612
illinois,Denzel Valentine,23,Michigan State,,REG,1,31,6,18,0.333,2,9,0.222,4,9,0.444,0,0,NA,0,7,7,4,0,0,3,5,16,Big Ten,12.46,-5.216
indiana,Denzel Valentine,31,Michigan State,@,REG,1,36,3,11,0.273,2,4,0.5,1,7,0.143,0,0,NA,2,5,7,7,0,1,2,1,7,Big Ten,12.98,-5.161
indiana,Denzel Valentine,15,Michigan State,,REG,1,25,6,18,0.333,4,13,0.308,2,5,0.4,1,2,0.5,3,3,6,4,0,0,1,1,15,Big Ten,12.98,-3.5
iowa,Denzel Valentine,16,Michigan State,@,REG,1,32,6,14,0.429,2,7,0.286,4,7,0.571,2,2,1,3,6,9,6,1,0,1,4,18,Big Ten,15.86,5.448
kansas,Denzel Valentine,7,Michigan State,N,REG,1,32,5,8,0.625,2,3,0.667,3,5,0.6,1,2,0.5,2,5,7,0,1,0,3,3,14,Big 12,18.51,0.648
louisville,Denzel Valentine,38,Michigan State,N,NCAA,1,30,7,15,0.467,6,10,0.6,1,5,0.2,0,0,NA,1,6,7,6,2,1,3,3,15,ACC,18.14,1.555
loyola-il,Denzel Valentine,3,Michigan State,,REG,1,30,5,10,0.5,3,5,0.6,2,5,0.4,0,0,NA,0,6,6,7,2,0,3,1,12,MVC,2.45,2.82
marquette,Denzel Valentine,6,Michigan State,N,REG,1,39,8,14,0.571,2,4,0.5,6,10,0.6,3,4,0.75,0,3,3,2,2,1,7,2,25,Big East,7.13,1.431
maryland,Denzel Valentine,33,Michigan State,N,CTOURN,1,37,1,8,0.125,0,1,0,1,7,0.143,0,0,NA,1,3,4,7,2,0,2,2,3,Big Ten,13.37,-4.332
maryland,Denzel Valentine,14,Michigan State,,REG,1,29,1,9,0.111,1,4,0.25,0,5,0,2,2,1,2,6,8,4,2,0,3,5,4,Big Ten,13.37,-5.944
maryland,Denzel Valentine,18,Michigan State,@,REG,1,35,4,9,0.444,3,3,1,1,6,0.167,0,0,NA,2,4,6,5,0,0,2,0,9,Big Ten,13.37,-2.96
michigan,Denzel Valentine,26,Michigan State,@,REG,1,34,2,5,0.4,2,2,1,0,3,0,2,4,0.5,1,5,6,2,0,0,2,1,6,Big Ten,9.61,-5.124
michigan,Denzel Valentine,22,Michigan State,,REG,1,42,9,16,0.563,5,7,0.714,4,9,0.444,3,5,0.6,2,5,7,7,2,0,2,1,25,Big Ten,9.61,8.638
minnesota,Denzel Valentine,28,Michigan State,,REG,1,42,8,14,0.571,1,2,0.5,7,12,0.583,4,5,0.8,1,6,7,2,0,1,3,2,27,Big Ten,12.37,5.673
navy,Denzel Valentine,1,Michigan State,@,REG,1,36,2,10,0.2,1,5,0.2,1,5,0.2,0,0,NA,1,2,3,6,1,1,3,2,5,Patriot,-7.83,-7.261
nebraska,Denzel Valentine,20,Michigan State,@,REG,1,28,8,17,0.471,5,7,0.714,3,10,0.3,2,2,1,5,6,11,3,1,0,4,4,21,Big Ten,5.94,0.992
northwestern,Denzel Valentine,24,Michigan State,@,REG,1,31,4,10,0.4,0,2,0,4,8,0.5,2,2,1,1,3,4,8,2,0,4,0,14,Big Ten,6.15,2.684
northwestern,Denzel Valentine,17,Michigan State,,REG,1,34,6,13,0.462,5,9,0.556,1,4,0.25,4,4,1,1,4,5,1,0,0,1,0,17,Big Ten,6.15,-0.624
notre-dame,Denzel Valentine,8,Michigan State,@,REG,1,42,7,13,0.538,3,6,0.5,4,7,0.571,4,5,0.8,1,4,5,2,0,1,2,4,22,ACC,19.23,2.573
oakland,Denzel Valentine,10,Michigan State,,REG,1,28,7,12,0.583,2,6,0.333,5,6,0.833,0,0,NA,1,2,3,4,1,0,1,1,19,Horizon,-1.25,7.292
ohio-state,Denzel Valentine,32,Michigan State,N,CTOURN,1,36,9,14,0.643,6,7,0.857,3,7,0.429,2,3,0.667,0,8,8,7,3,0,2,0,23,Big Ten,19.73,11.854
ohio-state,Denzel Valentine,25,Michigan State,,REG,1,33,6,10,0.6,1,1,1,5,9,0.556,0,0,NA,0,3,3,3,2,0,2,3,17,Big Ten,19.73,6.212
oklahoma,Denzel Valentine,37,Michigan State,N,NCAA,1,38,6,17,0.353,2,6,0.333,4,11,0.364,2,2,1,3,4,7,2,0,0,0,0,18,Big 12,18.68,-0.768
penn-state,Denzel Valentine,19,Michigan State,,REG,1,25,4,8,0.5,4,6,0.667,0,2,0,3,5,0.6,0,5,5,4,0,0,3,4,11,Big Ten,7.81,-2.55
purdue,Denzel Valentine,30,Michigan State,,REG,1,36,6,12,0.5,2,3,0.667,4,9,0.444,1,2,0.5,1,5,6,2,2,0,2,1,17,Big Ten,12.96,3.404
